doi;coo_authors;year
10.1109/TSP.2022.3153135;Krishna Pillutla, Sham M. Kakade, Zaïd Harchaoui;2022
;Jordan T. Ash, Cyril Zhang, Surbhi Goel, Akshay Krishnamurthy, Sham M. Kakade;2022
;Jens Tuyls, Shunyu Yao, Sham M. Kakade, Karthik Narasimhan;2022
;Benjamin L. Edelman, Surbhi Goel, Sham M. Kakade, Cyril Zhang;2022
;Yonathan Efroni, Sham M. Kakade, Akshay Krishnamurthy, Cyril Zhang;2022
;Nikunj Saunshi, Jordan T. Ash, Surbhi Goel, Dipendra Misra, Cyril Zhang, Sanjeev Arora, Sham M. Kakade, Akshay Krishnamurthy;2022
;Jingfeng Wu, Difan Zou, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2022
;Jens Tuyls, Shunyu Yao, Sham M. Kakade, Karthik Narasimhan;2022
;Nikunj Saunshi, Jordan T. Ash, Surbhi Goel, Dipendra Misra, Cyril Zhang, Sanjeev Arora, Sham M. Kakade, Akshay Krishnamurthy;2022
10.48550/ARXIV.2203.03159;Difan Zou, Jingfeng Wu, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2022
10.48550/ARXIV.2203.04236;Juan C. Perdomo, Akshay Krishnamurthy, Peter L. Bartlett, Sham M. Kakade;2022
10.48550/ARXIV.2205.13147;Aditya Kusupati, Gantavya Bhatt, Aniket Rege, Matthew Wallingford, Aditya Sinha, Vivek Ramanujan, William Howard-Snyder, Kaifeng Chen, Sham M. Kakade, Prateek Jain 0002, Ali Farhadi;2022
10.48550/ARXIV.2207.08799;Boaz Barak, Benjamin L. Edelman, Surbhi Goel, Sham M. Kakade, Eran Malach, Cyril Zhang;2022
10.48550/ARXIV.2208.01857;Jingfeng Wu, Difan Zou, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2022
10.48550/ARXIV.2209.00735;Surbhi Goel, Sham M. Kakade, Adam Tauman Kalai, Cyril Zhang;2022
10.48550/ARXIV.2210.04157;Tengyang Xie, Dylan J. Foster, Yu Bai, Nan Jiang 0008, Sham M. Kakade;2022
10.48550/ARXIV.2210.09579;Abhishek Gupta 0004, Aldo Pacchiano, Yuexiang Zhai, Sham M. Kakade, Sergey Levine;2022
10.1145/3418526;Chi Jin 0001, Praneeth Netrapalli, Rong Ge 0001, Sham M. Kakade, Michael I. Jordan;2021
;Alekh Agarwal, Sham M. Kakade, Jason D. Lee, Gaurav Mahajan;2021
;Difan Zou, Jingfeng Wu, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2021
;Simon Shaolei Du, Wei Hu, Sham M. Kakade, Jason D. Lee, Qi Lei;2021
;Preetum Nakkiran, Prayaag Venkat, Sham M. Kakade, Tengyu Ma 0001;2021
;Ruosong Wang, Dean P. Foster, Sham M. Kakade;2021
;Yu Bai, Minshuo Chen, Pan Zhou, Tuo Zhao, Jason D. Lee, Sham M. Kakade, Huan Wang, Caiming Xiong;2021
;Simon S. Du, Sham M. Kakade, Jason D. Lee, Shachar Lovett, Gaurav Mahajan, Wen Sun, Ruosong Wang;2021
;Ruosong Wang, Yifan Wu, Ruslan Salakhutdinov, Sham M. Kakade;2021
;Jordan T. Ash, Surbhi Goel, Akshay Krishnamurthy, Sham M. Kakade;2021
;Baihe Huang, Kaixuan Huang, Sham M. Kakade, Jason D. Lee, Qi Lei, Runzhe Wang, Jiaqi Yang 0001;2021
;Baihe Huang, Kaixuan Huang, Sham M. Kakade, Jason D. Lee, Qi Lei, Runzhe Wang, Jiaqi Yang 0001;2021
;Aditya Kusupati, Matthew Wallingford, Vivek Ramanujan, Raghav Somani, Jae Sung Park, Krishna Pillutla, Prateek Jain 0002, Sham M. Kakade, Ali Farhadi;2021
;Xiyang Liu, Weihao Kong, Sham M. Kakade, Sewoong Oh;2021
;Yuanhao Wang 0004, Ruosong Wang, Sham M. Kakade;2021
;Difan Zou, Jingfeng Wu, Vladimir Braverman, Quanquan Gu, Dean P. Foster, Sham M. Kakade;2021
;Xiyang Liu, Weihao Kong, Sham M. Kakade, Sewoong Oh;2021
;Ruosong Wang, Yifan Wu, Ruslan Salakhutdinov, Sham M. Kakade;2021
;Simon S. Du, Sham M. Kakade, Jason D. Lee, Shachar Lovett, Gaurav Mahajan, Wen Sun, Ruosong Wang;2021
;Yuanhao Wang 0004, Ruosong Wang, Sham M. Kakade;2021
;Difan Zou, Jingfeng Wu, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2021
;Aditya Kusupati, Matthew Wallingford, Vivek Ramanujan, Raghav Somani, Jae Sung Park, Krishna Pillutla, Prateek Jain 0002, Sham M. Kakade, Ali Farhadi;2021
;Jordan T. Ash, Surbhi Goel, Akshay Krishnamurthy, Sham M. Kakade;2021
;Motoya Ohnishi, Isao Ishikawa, Kendall Lowrey, Masahiro Ikeda, Sham M. Kakade, Yoshinobu Kawahara;2021
;Kaixuan Huang, Sham M. Kakade, Jason D. Lee, Qi Lei;2021
;Baihe Huang, Kaixuan Huang, Sham M. Kakade, Jason D. Lee, Qi Lei, Runzhe Wang, Jiaqi Yang 0001;2021
;Baihe Huang, Kaixuan Huang, Sham M. Kakade, Jason D. Lee, Qi Lei, Runzhe Wang, Jiaqi Yang 0001;2021
;Difan Zou, Jingfeng Wu, Vladimir Braverman, Quanquan Gu, Dean P. Foster, Sham M. Kakade;2021
;Yonathan Efroni, Sham M. Kakade, Akshay Krishnamurthy, Cyril Zhang;2021
;Jingfeng Wu, Difan Zou, Vladimir Braverman, Quanquan Gu, Sham M. Kakade;2021
;Benjamin L. Edelman, Surbhi Goel, Sham M. Kakade, Cyril Zhang;2021
;Jordan T. Ash, Cyril Zhang, Surbhi Goel, Akshay Krishnamurthy, Sham M. Kakade;2021
;Dylan J. Foster, Sham M. Kakade, Jian Qian, Alexander Rakhlin;2021
;Justin Chan, Landon P. Cox, Dean P. Foster, Shyam Gollakota, Eric Horvitz, Joseph Jaeger, Sham M. Kakade, Tadayoshi Kohno, John Langford 0001, Jonathan Larson, Puneet Sharma, Sudheesh Singanamalla, Jacob E. Sunshine, Stefano Tessaro;2020
10.1007/S10208-018-09409-5;Damek Davis, Dmitriy Drusvyatskiy, Sham M. Kakade, Jason D. Lee;2020
;Naman Agarwal, Sham M. Kakade, Rahul Kidambi, Yin Tat Lee, Praneeth Netrapalli, Aaron Sidford;2020
;Elad Hazan, Sham M. Kakade, Karan Singh;2020
;Alekh Agarwal, Sham M. Kakade, Jason D. Lee, Gaurav Mahajan;2020
;Alekh Agarwal, Sham M. Kakade, Lin F. Yang;2020
;Simon S. Du, Sham M. Kakade, Ruosong Wang, Lin F. Yang;2020
;Sanjeev Arora, Simon S. Du, Sham M. Kakade, Yuping Luo, Nikunj Saunshi;2020
;Mark Braverman, Xinyi Chen, Sham M. Kakade, Karthik Narasimhan, Cyril Zhang, Yi Zhang;2020
;Weihao Kong, Raghav Somani, Zhao Song 0002, Sham M. Kakade, Sewoong Oh;2020
;Aditya Kusupati, Vivek Ramanujan, Raghav Somani, Mitchell Wortsman, Prateek Jain 0002, Sham M. Kakade, Ali Farhadi;2020
;Colin Wei, Sham M. Kakade, Tengyu Ma 0001;2020
;Alekh Agarwal, Mikael Henaff, Sham M. Kakade, Wen Sun;2020
;Alekh Agarwal, Sham M. Kakade, Akshay Krishnamurthy, Wen Sun;2020
;Chi Jin 0001, Sham M. Kakade, Akshay Krishnamurthy, Qinghua Liu;2020
;Sham M. Kakade, Akshay Krishnamurthy, Kendall Lowrey, Motoya Ohnishi, Wen Sun;2020
;Weihao Kong, Raghav Somani, Sham M. Kakade, Sewoong Oh;2020
;Ruosong Wang, Simon S. Du, Lin F. Yang, Sham M. Kakade;2020
;Kaiqing Zhang, Sham M. Kakade, Tamer Basar, Lin F. Yang;2020
;Aditya Kusupati, Vivek Ramanujan, Raghav Somani, Mitchell Wortsman, Prateek Jain 0002, Sham M. Kakade, Ali Farhadi;2020
;Weihao Kong, Raghav Somani, Zhao Song 0002, Sham M. Kakade, Sewoong Oh;2020
;Simon S. Du, Wei Hu, Sham M. Kakade, Jason D. Lee, Qi Lei;2020
;Sanjeev Arora, Simon S. Du, Sham M. Kakade, Yuping Luo, Nikunj Saunshi;2020
;Colin Wei, Sham M. Kakade, Tengyu Ma 0001;2020
;Preetum Nakkiran, Prayaag Venkat, Sham M. Kakade, Tengyu Ma 0001;2020
;Justin Chan, Dean P. Foster, Shyam Gollakota, Eric Horvitz, Joseph Jaeger, Sham M. Kakade, Tadayoshi Kohno, John Langford 0001, Jonathan Larson, Sudheesh Singanamalla, Jacob E. Sunshine, Stefano Tessaro;2020
;Ruosong Wang, Simon S. Du, Lin F. Yang, Sham M. Kakade;2020
;Weihao Kong, Raghav Somani, Sham M. Kakade, Sewoong Oh;2020
;Alekh Agarwal, Sham M. Kakade, Akshay Krishnamurthy, Wen Sun;2020
;Sham M. Kakade, Akshay Krishnamurthy, Kendall Lowrey, Motoya Ohnishi, Wen Sun;2020
;Chi Jin 0001, Sham M. Kakade, Akshay Krishnamurthy, Qinghua Liu;2020
;Kaiqing Zhang, Sham M. Kakade, Tamer Basar, Lin F. Yang;2020
;Alekh Agarwal, Mikael Henaff, Sham M. Kakade, Wen Sun;2020
;Yu Bai, Minshuo Chen, Pan Zhou, Tuo Zhao, Jason D. Lee, Sham M. Kakade, Huan Wang, Caiming Xiong;2020
;Ruosong Wang, Dean P. Foster, Sham M. Kakade;2020
;Rong Ge 0001, Prateek Jain 0002, Sham M. Kakade, Rahul Kidambi, Dheeraj M. Nagaraj, Praneeth Netrapalli;2019
;Kendall Lowrey, Aravind Rajeswaran, Sham M. Kakade, Emanuel Todorov, Igor Mordatch;2019
;Naman Agarwal, Brian Bullins, Elad Hazan, Sham M. Kakade, Karan Singh;2019
;Chelsea Finn, Aravind Rajeswaran, Sham M. Kakade, Sergey Levine;2019
;Elad Hazan, Sham M. Kakade, Karan Singh, Abby Van Soest;2019
;Ramya Korlakai Vinayak, Weihao Kong, Gregory Valiant, Sham M. Kakade;2019
;John Thickstun, Zaïd Harchaoui, Dean P. Foster, Sham M. Kakade;2019
;Rong Ge 0001, Sham M. Kakade, Rahul Kidambi, Praneeth Netrapalli;2019
10.48550/ARXIV.2302.11101;Pantelis R. Vlachas, Petros Koumoutsakos;2023
10.48550/ARXIV.2303.02189;Sebastian Kaltenbach, Phaedon-Stelios Koutsourelakis, Petros Koumoutsakos;2023
10.48550/ARXIV.2303.03404;Lucas Amoudruz, Athena Economides, Georgios Arampatzis, Petros Koumoutsakos;2023
10.48550/ARXIV.2303.04679;Petr Karnakov, Sergey Litvinov, Petros Koumoutsakos;2023
10.1002/AISY.202100183;Lucas Amoudruz, Petros Koumoutsakos;2022
10.1038/S42256-022-00464-W;Pantelis R. Vlachas, Georgios Arampatzis, Caroline Uhler, Petros Koumoutsakos;2022
10.48550/ARXIV.2203.13319;Pascal Weber 0002, Daniel Wälchli, Mustafa Zeqiri, Petros Koumoutsakos;2022
10.48550/ARXIV.2205.04611;Petr Karnakov, Sergey Litvinov, Petros Koumoutsakos;2022
10.1561/2300000069;George J. Pappas, Kostas Daniilidis, Leonidas J. Guibas, Lydia E. Kavraki, Petros Koumoutsakos, Kostas J. Kyriakopoulos, John Lygeros, Michael S. Triantafyllou, Panagiotis Tsiotras;2021
10.1038/S42256-020-00272-0;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos;2021
10.1038/S42256-021-00293-3;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos;2021
10.1038/S42256-021-00295-1;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos;2021
;Pantelis R. Vlachas, Julija Zavadlav, Matej Praprotnik, Petros Koumoutsakos;2021
;Peter Gunnarson, Ioannis Mandralis, Guido Novati, Petros Koumoutsakos, John O. Dabiri;2021
;Petr Karnakov, Sergey Litvinov, Petros Koumoutsakos;2021
;Ioannis Mandralis, Pascal Weber 0002, Guido Novati, Petros Koumoutsakos;2021
;Hyunji Jane Bae, Petros Koumoutsakos;2021
10.1016/J.CPC.2020.107298;Dmitry Alexeev, Lucas Amoudruz, Sergey Litvinov, Petros Koumoutsakos;2020
10.1016/J.NEUNET.2020.02.016;Pantelis R. Vlachas, Jaideep Pathak, Brian R. Hunt, Themistoklis P. Sapsis, Michelle Girvan, Edward Ott, Petros Koumoutsakos;2020
10.1145/3394277.3401856;Petr Karnakov, Fabian Wermelinger, Sergey Litvinov, Petros Koumoutsakos;2020
10.1145/3394277.3401849;Daniel Wälchli, Sergio M. Martin, Athena Economides, Lucas Amoudruz, Georgios Arampatzis, Xin Bian, Petros Koumoutsakos;2020
;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos;2020
;Sergio M. Martin, Daniel Wälchli, Georgios Arampatzis, Petros Koumoutsakos;2020
;Pantelis R. Vlachas, Georgios Arampatzis, Caroline Uhler, Petros Koumoutsakos;2020
;Francesco Varoli, Guido Novati, Pantelis R. Vlachas, Petros Koumoutsakos;2020
10.1016/J.JOCS.2019.02.005;Wonmin Byeon, Manuel Domínguez-Rodrigo, Georgios Arampatzis, Enrique Baquedano, José Yravedra, Miguel Ángel Maté-González, Petros Koumoutsakos;2019
10.1109/TMI.2019.2902044;Jana Lipková, Panagiotis Angelikopoulos, Stephen Wu 0001, Esther Alberts, Benedikt Wiestler, Christian Diehl, Christine Preibisch, Thomas Pyka, Stephanie Combs, Panagiotis E. Hadjidoukas, Koen Van Leemput, Petros Koumoutsakos, John S. Lowengrub, Bjoern H. Menze;2019
;Guido Novati, Petros Koumoutsakos;2019
10.1145/3324989.3325725;Georgios Arampatzis, Daniel Wälchli, Pascal Weber 0002, Henri Rästas, Petros Koumoutsakos;2019
10.1145/3324989.3325727;Petr Karnakov, Fabian Wermelinger, Michail Chatzimanolakis, Sergey Litvinov, Petros Koumoutsakos;2019
;Xin Bian, Sergey Litvinov, Petros Koumoutsakos;2019
;Steven L. Brunton, Bernd Noack, Petros Koumoutsakos;2019
;Pantelis R. Vlachas, Jaideep Pathak, Brian R. Hunt, Themistoklis P. Sapsis, Michelle Girvan, Edward Ott, Petros Koumoutsakos;2019
;Dmitry Alexeev, Lucas Amoudruz, Sergey Litvinov, Petros Koumoutsakos;2019
10.1016/J.JOCS.2018.04.014;Sergey V. Kovalchuk, Valeria V. Krzhizhanovskaya, Petros Koumoutsakos, Eleni N. Chatzi, Michael Harold Lees, Jack J. Dongarra, Peter M. A. Sloot;2018
10.1016/J.JOCS.2018.01.008;Fabian Wermelinger, Ursula Rasthofer, Panagiotis E. Hadjidoukas, Petros Koumoutsakos;2018
10.1137/16M1107401;Georgios Arampatzis, Daniel Wälchli, Panagiotis Angelikopoulos, Stephen Wu 0001, Panagiotis E. Hadjidoukas, Petros Koumoutsakos;2018
10.1137/17M1129684;Jonas Sukys, Ursula Rasthofer, Fabian Wermelinger, Panagiotis E. Hadjidoukas, Petros Koumoutsakos;2018
;Wonmin Byeon, Qin Wang 0013, Rupesh Kumar Srivastava, Petros Koumoutsakos;2018
10.1007/978-3-030-01270-0_46;Wonmin Byeon, Qin Wang 0013, Rupesh Kumar Srivastava, Petros Koumoutsakos;2018
;Siddhartha Verma, Guido Novati, Petros Koumoutsakos;2018
;Pantelis R. Vlachas, Wonmin Byeon, Zhong Y. Wan, Themistoklis P. Sapsis, Petros Koumoutsakos;2018
;Jana Lipková, Panagiotis Angelikopoulos, Stephen Wu 0001, Esther Alberts, Benedikt Wiestler, Christian Diehl, Christine Preibisch, Thomas Pyka, Stephanie Combs, Panagiotis E. Hadjidoukas, Koen Van Leemput, Petros Koumoutsakos, John S. Lowengrub, Bjoern H. Menze;2018
;Guido Novati, Lakshminarayanan Mahadevan, Petros Koumoutsakos;2018
;Guido Novati, Petros Koumoutsakos;2018
10.1109/CEC.2017.7969422;Siddhartha Verma, Panagiotis E. Hadjidoukas, Philipp Wirth, Petros Koumoutsakos;2017
10.1016/J.PROCS.2017.05.275;Derek Groen, Bartosz Bosak, Valeria V. Krzhizhanovskaya, Alfons G. Hoekstra, Petros Koumoutsakos;2017
10.1016/J.PROCS.2017.05.281;Petros Koumoutsakos, Eleni N. Chatzi, Valeria V. Krzhizhanovskaya, Michael Lees, Jack J. Dongarra, Peter M. A. Sloot;2017
10.1016/J.PROCS.2017.05.158;Ursula Rasthofer, Fabian Wermelinger, P. Hadijdoukas, Petros Koumoutsakos;2017
10.1016/J.PROCS.2017.05.166;Siddhartha Verma, Guido Novati, Flavio Noca, Petros Koumoutsakos;2017
10.1145/3093172.3093226;Athena Economides, Lucas Amoudruz, Sergey Litvinov, Dmitry Alexeev, Sara Nizzero, Panagiotis E. Hadjidoukas, Diego Rossinelli, Petros Koumoutsakos;2017
10.1145/3093172.3093232;Siddhartha Verma, Panagiotis E. Hadjidoukas, Philipp Wirth, Diego Rossinelli, Petros Koumoutsakos;2017
;Petros Koumoutsakos, Michael Lees, Valeria V. Krzhizhanovskaya, Jack J. Dongarra, Peter M. A. Sloot;2017
;Jonas Sukys, Ursula Rasthofer, Fabian Wermelinger, Panagiotis E. Hadjidoukas, Petros Koumoutsakos;2017
;Wonmin Byeon, Qin Wang 0013, Rupesh Kumar Srivastava, Petros Koumoutsakos;2017
;Lina Kulakova, Panagiotis Angelikopoulos, Panagiotis E. Hadjidoukas, Costas Papadimitriou, Petros Koumoutsakos;2016
;Fabian Wermelinger, Babak Hejazialhosseini, Panagiotis E. Hadjidoukas, Diego Rossinelli, Petros Koumoutsakos;2016
10.1016/J.JCP.2014.12.006;Panagiotis E. Hadjidoukas, Panagiotis Angelikopoulos, Costas Papadimitriou, Petros Koumoutsakos;2015
10.1016/J.JCP.2014.09.029;Mads Mølholm Hejlesen, Petros Koumoutsakos, Anthony Leonard, Jens Honoré Walther;2015
10.1016/J.JCP.2015.01.035;Diego Rossinelli, Babak Hejazialhosseini, Wim M. van Rees, Mattia Gazzola, Michael Bergdorf, Petros Koumoutsakos;2015
10.1016/J.JCP.2014.11.033;Gerardo Tauriello, Petros Koumoutsakos;2015
10.1007/978-3-662-48096-0_41;Panagiotis E. Hadjidoukas, Panagiotis Angelikopoulos, Lina Kulakova, Costas Papadimitriou, Petros Koumoutsakos;2015
10.3233/978-1-61499-621-7-767;Panagiotis E. Hadjidoukas, Diego Rossinelli, Fabian Wermelinger, Jonas Sukys, Ursula Rasthofer, Christian Conti, Babak Hejazialhosseini, Petros Koumoutsakos;2015
10.1145/2807591.2807677;Diego Rossinelli, Yu-Hang Tang, Kirill Lykov, Dmitry Alexeev, Massimo Bernaschi, Panagiotis E. Hadjidoukas, Mauro Bisson, Wayne Joubert, Christian Conti, George E. Karniadakis, Massimiliano Fatica, Igor Pivkin, Petros Koumoutsakos;2015
10.1137/130943078;Mattia Gazzola, Babak Hejazialhosseini, Petros Koumoutsakos;2014
10.1016/J.JCP.2012.11.030;Petros Koumoutsakos, Justin Feigelman;2013
10.1137/130906441;Gerardo Tauriello, Petros Koumoutsakos;2013
10.3233/978-1-61499-381-0-481;Wim M. van Rees, Diego Rossinelli, Panagiotis E. Hadjidoukas, Petros Koumoutsakos;2013
10.1145/2503210.2504565;Diego Rossinelli, Babak Hejazialhosseini, Panagiotis E. Hadjidoukas, Costas Bekas, Alessandro Curioni, Adam Bertsch, Scott Futral, Steffen J. Schmidt, Nikolaus A. Adams, Petros Koumoutsakos;2013
;Mario Paolucci, Donald Kossmann, Rosaria Conte, Paul Lukowicz, Panos Argyrakis, Ann Blandford, Giulia Bonelli, Stuart Anderson, Sara de Freitas, Bruce Edmonds, Nigel Gilbert, Markus H. Gross, Jörn Kohlhammer, Petros Koumoutsakos, Andreas Krause 0001, Björn-Ola Linnér, Philipp Slusallek, Olga Sorkine, Robert W. Sumner, Dirk Helbing;2013
10.1016/J.JCP.2011.10.032;Christian Conti, Diego Rossinelli, Petros Koumoutsakos;2012
10.1016/J.JCP.2011.12.015;Jens H. Walther, Matej Praprotnik, Evangelos M. Kotsalis, Petros Koumoutsakos;2012
10.1109/SC.2012.66;Babak Hejazialhosseini, Diego Rossinelli, Christian Conti, Petros Koumoutsakos;2012
10.1007/978-3-642-38718-0_22;Babak Hejazialhosseini, Christian Conti, Diego Rossinelli, Petros Koumoutsakos;2012
10.1002/CPE.1639;Diego Rossinelli, Babak Hejazialhosseini, Michael Bergdorf, Petros Koumoutsakos;2011
10.1016/J.JCP.2010.08.035;Basil Bayati, Philippe Chatelain, Petros Koumoutsakos;2011
10.1016/J.JCP.2011.04.025;Mattia Gazzola, Philippe Chatelain, Wim M. van Rees, Petros Koumoutsakos;2011
10.1016/J.JCP.2010.11.031;Wim M. van Rees, Anthony Leonard, D. I. Pullin, Petros Koumoutsakos;2011
10.1137/100795930;Diego Rossinelli, Babak Hejazialhosseini, Daniele G. Spampinato, Petros Koumoutsakos;2011
10.1016/J.CAMWA.2009.08.054;Evangelos M. Kotsalis, Itsuo Hanasaki, Jens H. Walther, Petros Koumoutsakos;2010
10.1016/J.JCP.2009.12.035;Philippe Chatelain, Petros Koumoutsakos;2010
10.1016/J.JCP.2010.07.021;Babak Hejazialhosseini, Diego Rossinelli, Michael Bergdorf, Petros Koumoutsakos;2010
10.1016/J.JCP.2010.01.004;Diego Rossinelli, Michael Bergdorf, Georges-Henri Cottet, Petros Koumoutsakos;2010
10.1007/978-3-642-19328-6_21;Philippe Chatelain, Mattia Gazzola, Stefan Kern, Petros Koumoutsakos;2010
10.1186/1471-2105-10-75;Tobias Gebäck, Petros Koumoutsakos;2009
10.1016/J.CPC.2008.10.020;Pedro Gonnet, Jens H. Walther, Petros Koumoutsakos;2009
10.1016/J.JCP.2009.05.004;Basil Bayati, Philippe Chatelain, Petros Koumoutsakos;2009
10.1371/JOURNAL.PCBI.1000623;Mattia Gazzola, Christoph J. Burckhardt, Basil Bayati, Martin Engelke, Urs F. Greber, Petros Koumoutsakos;2009
10.1109/TEVC.2008.924423;Nikolaus Hansen, André S. P. Niederberger, Lino Guzzella, Petros Koumoutsakos;2009
10.1007/978-3-642-03869-3_68;Diego Rossinelli, Michael Bergdorf, Babak Hejazialhosseini, Petros Koumoutsakos;2009
10.1016/J.JCP.2008.01.009;Alexandre Dupuis, Philippe Chatelain, Petros Koumoutsakos;2008
10.1016/J.JCP.2008.06.017;Simone Elke Hieber, Petros Koumoutsakos;2008
10.1016/J.JCP.2008.05.016;Simone Elke Hieber, Petros Koumoutsakos;2008
10.1016/J.JCP.2008.06.025;Petros Koumoutsakos;2008
10.1007/S00371-008-0250-Z;Diego Rossinelli, Petros Koumoutsakos;2008
10.1007/978-3-540-69387-1_26;Evangelos M. Kotsalis, Petros Koumoutsakos;2008
10.1007/978-3-540-69387-1_19;Florian Milde, Michael Bergdorf, Petros Koumoutsakos;2008
10.1145/1400468.1400539;Petros Koumoutsakos;2008
10.1145/1401132.1401166;Petros Koumoutsakos, Georges-Henri Cottet, Diego Rossinelli;2008
10.1007/978-3-540-92859-1_42;Philippe Chatelain, Alessandro Curioni, Michael Bergdorf, Diego Rossinelli, Wanda Andreoni, Petros Koumoutsakos;2008
10.48550/ARXIV.2302.04288;Satyapriya Krishna, Jiaqi Ma, Himabindu Lakkaraju;2023
10.1145/3514094.3534159;Jessica Dai, Sohini Upadhyay, Ulrich Aïvodji, Stephen H. Bach, Himabindu Lakkaraju;2022
;Chirag Agarwal, Marinka Zitnik, Himabindu Lakkaraju;2022
;Martin Pawelczyk, Chirag Agarwal, Shalmali Joshi, Sohini Upadhyay, Himabindu Lakkaraju;2022
;Murtuza N. Shergadwala, Himabindu Lakkaraju, Krishnaram Kenthapadi;2022
10.1145/3534678.3542617;Krishnaram Kenthapadi, Himabindu Lakkaraju, Pradeep Natarajan, Mehrnoosh Sameki;2022
;Elita A. Lobo, Harvineet Singh, Marek Petrik, Cynthia Rudin, Himabindu Lakkaraju;2022
;Satyapriya Krishna, Tessa Han, Alex Gu, Javin Pombra, Shahin Jabbari, Steven Wu 0001, Himabindu Lakkaraju;2022
;Himabindu Lakkaraju, Dylan Slack, Yuxin Chen, Chenhao Tan, Sameer Singh 0001;2022
10.48550/ARXIV.2203.06768;Martin Pawelczyk, Teresa Datta, Johannes van den Heuvel, Gjergji Kasneci, Himabindu Lakkaraju;2022
10.48550/ARXIV.2203.06877;Chirag Agarwal, Nari Johnson, Martin Pawelczyk, Satyapriya Krishna, Eshika Saxena, Marinka Zitnik, Himabindu Lakkaraju;2022
10.48550/ARXIV.2205.07277;Jessica Dai, Sohini Upadhyay, Ulrich Aïvodji, Stephen H. Bach, Himabindu Lakkaraju;2022
10.48550/ARXIV.2206.01254;Tessa Han, Suraj Srinivas, Himabindu Lakkaraju;2022
10.48550/ARXIV.2206.02868;Murtuza N. Shergadwala, Himabindu Lakkaraju, Krishnaram Kenthapadi;2022
10.48550/ARXIV.2206.07144;Suraj Srinivas, Kyle Matoba, Himabindu Lakkaraju, François Fleuret;2022
10.48550/ARXIV.2206.11104;Chirag Agarwal, Eshika Saxena, Satyapriya Krishna, Martin Pawelczyk, Nari Johnson, Isha Puri, Marinka Zitnik, Himabindu Lakkaraju;2022
10.48550/ARXIV.2207.04154;Dylan Slack, Satyapriya Krishna, Himabindu Lakkaraju, Sameer Singh 0001;2022
10.48550/ARXIV.2208.09339;Chirag Agarwal, Owen Queen, Himabindu Lakkaraju, Marinka Zitnik;2022
10.48550/ARXIV.2211.05427;Martin Pawelczyk, Himabindu Lakkaraju, Seth Neel;2022
;Aida Rahmattalabi, Shahin Jabbari, Himabindu Lakkaraju, Phebe Vayanos, Max Izenberg, Ryan Brown, Eric Rice, Milind Tambe;2021
10.1145/3461702.3462602;Tom Sühr, Sophie Hilgard, Himabindu Lakkaraju;2021
10.1145/3459637.3482497;Himabindu Lakkaraju;2021
;Sushant Agarwal, Shahin Jabbari, Chirag Agarwal, Sohini Upadhyay, Steven Wu 0001, Himabindu Lakkaraju;2021
;Alexis Ross, Himabindu Lakkaraju, Osbert Bastani;2021
;Dylan Slack, Anna Hilgard, Himabindu Lakkaraju, Sameer Singh 0001;2021
;Dylan Slack, Anna Hilgard, Sameer Singh 0001, Himabindu Lakkaraju;2021
;Sohini Upadhyay, Shalmali Joshi, Himabindu Lakkaraju;2021
;Chirag Agarwal, Himabindu Lakkaraju, Marinka Zitnik;2021
;Sushant Agarwal, Shahin Jabbari, Chirag Agarwal, Sohini Upadhyay, Zhiwei Steven Wu, Himabindu Lakkaraju;2021
;Chirag Agarwal, Himabindu Lakkaraju, Marinka Zitnik;2021
;Sohini Upadhyay, Shalmali Joshi, Himabindu Lakkaraju;2021
;Dylan Slack, Sophie Hilgard, Himabindu Lakkaraju, Sameer Singh 0001;2021
;Chirag Agarwal, Marinka Zitnik, Himabindu Lakkaraju;2021
